"Page","Impressions","Clicks","CTR","Avg. Position"
"https://registreduquebec.com/reparations-vente-et-achat-des-cellulaires-les-accessoires-des-cellulaires-les-pieces-de-rechanges-l/montreal/hattali-belkacem","3","1","33.33%","5"
"https://registreduquebec.com/organismes-publics-et-communautaires/montreal/syndicat-des-professionnelles-et-professionnels-en-1162603402","3","0","0%","9"
"https://registreduquebec.com/ville/la-prairie","3","1","33.33%","5.3333"
"https://registreduquebec.com/en/business/saint-jean-de-matha/chauffage-ab-26","3","2","66.67%","4.3333"
"https://registreduquebec.com/agriculture-et-environnement/saint-bernard/ferme-rejean-turgeon-inc-2","3","0","0%","2.66666666666667"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/syndicat-des-coproprietaires-du-1200-ouest-2","3","0","0%","3.6667"
"https://registreduquebec.com/entreprise/l-ange-gardien/gestion-ls-4","3","1","33.33%","5"
"https://registreduquebec.com/finance-assurance-et-juridique/chateauguay/daniel-moquin-administrateur-agree-1166454000","3","0","0%","4.6667"
"https://registreduquebec.com/entreprise/montreal/restaurant-aux-sept-bonheurs","3","0","0%","10"
"https://registreduquebec.com/commerce-de-detail/saint-felix-de-valois/distribution-andre-lachance-2","3","5","166.67%","1"
"https://registreduquebec.com/organismes-publics-et-communautaires/quebec/lassociation-des-producteurs-de-copeaux-du-quebec-","3","1","33.33%","5"
"https://registreduquebec.com/en/health-and-wellness/montreal/jardin-denfants-ma-premiere-classe-inc-2","3","1","33.33%","4.6667"
"https://registreduquebec.com/en/tourisme-et-hebergement/venise-en-quebec/camping-les-acres-verts","3","0","0%","8"
"https://registreduquebec.com/entreprise/laval/nettoyage-inter-inc","3","2","66.67%","2"
"https://registreduquebec.com/entreprise/cp-68023/cer-inc","3","1","33.33%","3"
"https://registreduquebec.com/entreprise/lomega-de-la-vie-inc","3","1","33.33%","6.3333"
"https://registreduquebec.com/construction/saint-colomban/ctx-construction-inc","3","3","100%","2"
"https://registreduquebec.com/services-professionnels/l-ancienne-lorette/gestion-conseils-sebastien-couture-inc","3","2","66.67%","20"
"https://registreduquebec.com/engineering/longueuil/arcadis-canada-inc","3","1","33.33%","5"
"https://registreduquebec.com/en/business/laval/les-plancher-bam-inc","3","1","33.33%","5.6667"
"https://registreduquebec.com/entreprise/pointe-claire/solutions-de-paiement-ameta-inc-3","3","0","0%","5"
"https://registreduquebec.com/technologie/gatineau/qp-buckingham-liquidation-inc","3","1","33.33%","4"
"https://registreduquebec.com/industrie-fabrication-et-logistique/drummondville/corporation-micro-bird-inc-1145855319-3","3","0","0%","8.6667"
"https://registreduquebec.com/commerce-de-detail/saint-eustache/pause-cafe-imperial-inc-2","3","1","33.33%","8"
"https://registreduquebec.com/entreprise/levis/entreprise-nouvelle-vision-internationale-inc","3","1","33.33%","5"
"https://registreduquebec.com/entreprise/levis/portefeuille-serge-nadeau-inc","3","0","0%","9"
"https://registreduquebec.com/restauration/rimouski/jmmt-epicerierestaurantboucherie-inc-2","3","1","33.33%","2.3333"
"https://registreduquebec.com/entreprise/espace-althea","3","0","0%","8.3333"
"https://registreduquebec.com/technologie/montreal/melanie-tessier-design-devenements-inc","3","1","33.33%","3.33333333333333"
"https://registreduquebec.com/education-et-formation/montreal/eoliennes-de-lerable-commanditaire-inc","3","0","0%","17"
"https://registreduquebec.com/entreprise/saint-ambroise/les-finitions-ct-inc","3","2","66.67%","3"
"https://registreduquebec.com/construction-et-renovation/montreal/la-cooperative-dhabitation-le-bel-horizon","3","1","33.33%","4"
"https://registreduquebec.com/services-professionnels/longueuil/les-gestions-fanny-letarte","3","2","66.67%","2.3333"
"https://registreduquebec.com/services-professionnels/montreal/patrick-beaulieu-inc","3","2","66.67%","2"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/bijoux-sadaf-inc-2","3","2","66.67%","4.3333"
"https://registreduquebec.com/entreprise/stereogroupe-2","3","1","33.33%","3.6667"
"https://registreduquebec.com/entreprise/terrebonne/boutique-toonstyle-inc","3","1","33.33%","3.3333"
"https://registreduquebec.com/entreprise/saint-boniface/installation-solaire-mauricie","3","2","66.67%","3"
"https://registreduquebec.com/entreprise/westmount/conseil-michael-teryazos-inc","3","0","0%","4"
"https://registreduquebec.com/technologie/magog/d-vert-escalade-et-gym","3","0","0%","6.3333"
"https://registreduquebec.com/entreprise/rmdsd-inc-3","3","1","33.33%","7.3333"
"https://registreduquebec.com/construction-et-renovation/saint-pie/entreprise-dexsen","3","3","100%","2.6667"
"https://registreduquebec.com/en/construction-and-renovation/laval/les-entreprises-interstate-jdm-inc","3","2","66.67%","4"
"https://registreduquebec.com/entreprise/sherbrooke/proxipur-inc-2","3","1","33.33%","5"
"https://registreduquebec.com/services-professionnels/montreal/gestion-nemesis-inc","3","2","66.67%","3"
"https://registreduquebec.com/services-professionnels/montreal/marco-michels-manfrin-notaire-inc","3","0","0%","5"
"https://registreduquebec.com/technologie/laval/dr-fady-gaied-md-inc","3","0","0%","5.6667"
"https://registreduquebec.com/entreprise/montreal/pizza-capital","3","0","0%","5"
"https://registreduquebec.com/technologie/montreal/salon-lanternes-rouges-inc","3","0","0%","7.6667"
"https://registreduquebec.com/construction-et-renovation/montreal-qc/groupe-rcs-inc","3","1","33.33%","5.6667"
"https://registreduquebec.com/technologie-et-informatique/montreal/karten-informatique-inc-2","3","1","33.33%","3"
"https://registreduquebec.com/technologie/saint-jean-sur-richelieu/les-produits-mendo","3","1","33.33%","3"
"https://registreduquebec.com/entreprise/montreal/commerce-bowy-inc-2","3","0","0%","8"
"https://registreduquebec.com/technologie/quebec/pr-strategies","3","1","33.33%","1.3333"
"https://registreduquebec.com/organismes-publics-et-communautaires/montreal-est/residence-les-pleiades-5","3","0","0%","8.33333333333333"
"https://registreduquebec.com/finance-assurance-et-juridique/sainte-julienne/les-entreprises-domphy-inc","3","0","0%","16"
"https://registreduquebec.com/automobile-et-transport/trois-rivieres/accessoires-dauto-leblanc-ltee-2","3","0","0%","5"
"https://registreduquebec.com/entreprise/laval/plomberie-evenflow-inc","3","2","66.67%","3.3333"
"https://registreduquebec.com/entreprise/sc-extermination-inc","3","1","33.33%","3.3333"
"https://registreduquebec.com/maison-et-services-domestiques/montreal/vt-lounge","3","0","0%","9"
"https://registreduquebec.com/automobile-et-transport/sorel-tracy/paul-gamelin-fils-inc-2","3","0","0%","3.6667"
"https://registreduquebec.com/entreprise/montreal/boutique-ricardo","3","0","0%","6.6667"
"https://registreduquebec.com/sante-et-bien-etre/lachute/anne-e-legault-audioprothesiste-2246953402-1","3","2","66.67%","3"
"https://registreduquebec.com/en/manufacturing-and-logistics/becancour/moeve-chimie-becancour-inc","3","0","0%","5.3333"
"https://registreduquebec.com/entreprise/levis/gestion-macy-inc","3","0","0%","4"
"https://registreduquebec.com/services-professionnels/quebec/systemes-de-controle-actif-soft-db-inc","3","0","0%","7.6667"
"https://registreduquebec.com/services-professionnels/mont-tremblant/gestion-pro-nord-inc","3","0","0%","4"
"https://registreduquebec.com/sports-et-loisirs/levis/club-de-ski-de-fond-de-ville-guay","3","0","0%","5.3333"
"https://registreduquebec.com/sante-et-bien-etre/joliette/centre-visuel-joliette-inc","3","0","0%","7.6667"
"https://registreduquebec.com/finance-assurance-et-juridique/saint-basile-le-grand/syndicat-de-la-copropriete-des-trinitaires-1810-18","3","1","33.33%","4"
"https://registreduquebec.com/technologie/laval/les-installations-elite-electrique-inc","3","1","33.33%","5.3333"
"https://registreduquebec.com/entreprise/acton-vale/airboss-produits-dingenierie","3","1","33.33%","5"
"https://registreduquebec.com/entreprise/mns-auto-enr-maroun-el-hachem-2","3","2","66.67%","4.6667"
"https://registreduquebec.com/en/professional-services/blainville/groupe-neapolis-inc","3","2","66.67%","1"
"https://registreduquebec.com/entreprise/quebec/gestion-jacques-renaud","2","0","0%","8"
"https://registreduquebec.com/services-professionnels/montreal/compagnie-linko-canada","2","1","50%","6.5"
"https://registreduquebec.com/education-et-formation/vancouver-british-columbia/systemes-aerocom","2","0","0%","3"
"https://registreduquebec.com/entreprise/laval/clinique-praxis-laval","2","0","0%","7"
"https://registreduquebec.com/entreprise/vaudreuil-dorion/restaurant-soya","2","0","0%","6.5"
"https://registreduquebec.com/technologie/magog/micro-marche-pause-gourmande","2","1","50%","1.5"
"https://registreduquebec.com/en/professional-services/sherbrooke/green-ridge-baptist-church-lennoxville-1142171397","2","0","0%","7.5"
"https://registreduquebec.com/services-professionnels/laval/alliance-notaires-inc","2","2","100%","3"
"https://registreduquebec.com/en/professional-services/montreal/cindy-denicourt-notaire-inc-3","2","1","50%","7.5"
"https://registreduquebec.com/en/professional-services/laval/distribution-idm-inc","2","0","0%","5"
"https://registreduquebec.com/transport-et-logistique/boucherville/jplr-transport-express-inc-1176463199","2","0","0%","27.5"
"https://registreduquebec.com/education-et-formation/trois-rivieres/fibre-mauricie-ltee","2","0","0%","7.5"
"https://registreduquebec.com/en/business/granby/lory-automation-inc-2","2","0","0%","6.5"
"https://registreduquebec.com/entreprise/sourire-electrique-inc","2","1","50%","4.5"
"https://registreduquebec.com/entreprise/saguenay/services-financiers-gls-inc","2","0","0%","4"
"https://registreduquebec.com/finance-assurance-et-juridique/terrebonne/gestion-steven-unsworth-inc","2","1","50%","2"
"https://registreduquebec.com/technologie/montreal/renno-cie-inc-2","2","1","50%","6"
"https://registreduquebec.com/services-professionnels/pointe-claire/secouez-le-mtl-inc","2","1","50%","3"
"https://registreduquebec.com/entreprise/graphite-design-et-matieres","2","2","100%","4"
"https://registreduquebec.com/services-professionnels/quebec/gestion-dactif-astor-3-ltee","2","0","0%","4.5"
"https://registreduquebec.com/entreprise/brossard/technologie-hicity-montreal-inc-2","2","0","0%","8.5"
"https://registreduquebec.com/organismes-publics-et-communautaires/puvirnituq/paroisse-anglicane-saint-matthew-2","2","1","50%","9.5"
"https://registreduquebec.com/en/beaute-et-soins/montreal/spa-bello","2","2","100%","4.5"
"https://registreduquebec.com/entreprise/gestion-jacques-renaud-inc-2","2","0","0%","2.5"
"https://registreduquebec.com/services-professionnels/montreal/gestion-bajgiran-et-hanna-sherbrooke-inc","2","0","0%","3"
"https://registreduquebec.com/technologie/quebec/services-et-maintenance-ocean-inc","2","2","100%","2"
"https://registreduquebec.com/services-professionnels/saint-charles-borromee/les-thes-romeo-juliette-inc","2","0","0%","9.5"
"https://registreduquebec.com/entreprise/groupe-funecap-canada-inc-1179817482-2","2","1","50%","3.5"
"https://registreduquebec.com/finance-assurance-et-juridique/quebec/edifice-roland-giroux","2","1","50%","5.5"
"https://registreduquebec.com/en/professional-services/montreal/soquip-energie-inc","2","2","100%","8"
"https://registreduquebec.com/entreprise/quebec/olfa-hamdi-md-inc-1179071015","2","2","100%","8"
"https://registreduquebec.com/en/food-and-dining/laval/bar-le-cozzy","2","0","0%","6"
"https://registreduquebec.com/sante-et-bien-etre/drummondville/apnee-du-sommeil-quebec","2","0","0%","4"
"https://registreduquebec.com/services-professionnels/rigaud/piscines-tj-gareau-inc-2","2","1","50%","2.5"
"https://registreduquebec.com/immobilier/montreal/gestion-louis-marion-inc","2","0","0%","4.5"
"https://registreduquebec.com/technologie/toronto-on/supreme-munsingwear-canada-inc","2","0","0%","10"
"https://registreduquebec.com/organismes-publics-et-communautaires/montreal/centre-culturel-chretien-de-montreal","2","0","0%","6.5"
"https://registreduquebec.com/immobilier/rouyn-noranda/guay-inc-1143736263-34","2","0","0%","5"
"https://registreduquebec.com/entreprise/les-immeubles-lussier-fortin-inc","2","0","0%","6.5"
"https://registreduquebec.com/conception-fabrication-et-distribution-d-equipements-medicaux/levis/umano-medical","2","0","0%","4.5"
"https://registreduquebec.com/transport-et-logistique/rouyn-noranda/transport-royer-filles","2","0","0%","5.5"
"https://registreduquebec.com/industrie-fabrication-et-logistique/grande-vallee/journal-communautaire-le-phare-2","2","1","50%","4"
"https://registreduquebec.com/technologie/pont-rouge/transport-rene-piche","2","0","0%","1"
"https://registreduquebec.com/technologie/amos/deneigement-gg","2","2","100%","4.5"
"https://registreduquebec.com/entreprise/causapscal/depanneur-mf-tremblay-inc","2","0","0%","6"
"https://registreduquebec.com/agriculture-et-environnement/saint-alexis/ferme-guy-laurin-inc-3","2","1","50%","1"
"https://registreduquebec.com/entreprise/saint-hubert/innovision-cyber-inc","2","1","50%","3"
"https://registreduquebec.com/finance-assurance-et-juridique/mascouche/jfdnet-inc","2","1","50%","7"
"https://registreduquebec.com/entreprise/victoriaville/becotte-inc","2","0","0%","5.5"
"https://registreduquebec.com/technologie/gatineau/destination-sante-dentaire-inc","2","0","0%","5"
"https://registreduquebec.com/services-professionnels/repentigny/gestion-patrick-calache-inc-2","2","0","0%","7"
"https://registreduquebec.com/entreprise/groupe-aem-canada-inc-1175275370-1","2","0","0%","8"
"https://registreduquebec.com/entreprise/lhexagone-alimentation","2","1","50%","3.5"
"https://registreduquebec.com/en/business/mont-royal/clinique-medicale-s-andonatos-inc","2","0","0%","3"
"https://registreduquebec.com/technologie/montreal/immeubles-papp","2","0","0%","4"
"https://registreduquebec.com/services-professionnels/gatineau-quebec/promart-inc","2","1","50%","3"
"https://registreduquebec.com/industrie-fabrication-et-logistique/montreal/rampes-alumidek-inc","2","0","0%","5"
"https://registreduquebec.com/entreprise/rsv-services-administratifs-inc","2","0","0%","3.5"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/les-immeubles-emunah-inc-2","2","0","0%","10"
"https://registreduquebec.com/entreprise/gestion-buhlmann-inc","2","1","50%","7.5"
"https://registreduquebec.com/technologie/rimouski/melissa-larue-md-inc","2","2","100%","4"
"https://registreduquebec.com/technologie/greenfield-park/fondation-tout-pour-les-enfants","2","1","50%","3"
"https://registreduquebec.com/entreprise/valcourt/epko-metal-inc","2","0","0%","5"
"https://registreduquebec.com/en/retail/saint-anicet/boucherie-haineault-gibier-2264585540-1","2","0","0%","8"
"https://registreduquebec.com/technologie/baltimore-ontario-on/oasis-global-inc","2","1","50%","4"
"https://registreduquebec.com/en/business/quebec/les-carrossiers-du-port-inc-1179062949","2","0","0%","10"
"https://registreduquebec.com/commerce-de-detail/saint-raphael/service-electromenager-guillaume-parent-2","2","1","50%","7"
"https://registreduquebec.com/organismes-publics-et-communautaires/quebec/centre-paramita-de-bouddhisme-tibetain-du-quebec","2","0","0%","9"
"https://registreduquebec.com/industrie-fabrication-et-logistique/drummondville/les-estampillages-tremblay-inc-1146381745","2","0","0%","9"
"https://registreduquebec.com/agriculture-et-environnement/laval/jm-lacroix-fils-inc-3","2","0","0%","6"
"https://registreduquebec.com/en/business/montreal/michel-tran-inc-2","2","1","50%","3"
"https://registreduquebec.com/services-professionnels/montreal/gavin-industries-inc","2","1","50%","3.5"
"https://registreduquebec.com/en/agriculture-and-environment/saint-victor/ferme-o-douce-inc","2","2","100%","3"
"https://registreduquebec.com/commerce-de-detail/blainville/sel-du-nord-inc","2","1","50%","3"
"https://registreduquebec.com/entreprise/forte-jonathan-2","2","0","0%","22"
"https://registreduquebec.com/sante-et-bien-etre/montreal/clinique-optometrique-carole-martel-inc","2","0","0%","10"
"https://registreduquebec.com/en/sports-and-recreation/montreal/service-des-loisirs-angus-bourbonniere","2","0","0%","4"
"https://registreduquebec.com/en/education-and-training/montreal/edifice-230-queen-inc-2","2","0","0%","3"
"https://registreduquebec.com/entreprise/terrebonne/les-gouttieres-poulin-inc-2","2","0","0%","29"
"https://registreduquebec.com/technologie/salaberry-de-valleyfield/dr-mohamed-ali-abla-inc-2","2","1","50%","5.5"
"https://registreduquebec.com/entreprise/montreal/b-c-f-export-ltee-1175808964-1","2","2","100%","7"
"https://registreduquebec.com/restauration/boucherville/agence-baravin-inc","2","0","0%","8"
"https://registreduquebec.com/entreprise/parcours-logistique-inc","2","1","50%","3.5"
"https://registreduquebec.com/entreprise/terrebonne/construction-dynamique","2","1","50%","3.5"
"https://registreduquebec.com/entreprise/saguenay/eglise-christ-ton-unique-esperance","2","2","100%","6"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/les-proprietes-slydon-inc","2","0","0%","28"
"https://registreduquebec.com/en/business/sainte-anne-des-plaines/juro-mecanique-du-batiment-1178120755","2","2","100%","1"
"https://registreduquebec.com/commerce-de-detail/hudson/depanneur-shaar-2","2","0","0%","2"
"https://registreduquebec.com/entreprise/scholer-industriel-inc-1165108359-2","2","0","0%","7"
"https://registreduquebec.com/entreprise/laval/imane-boukas-dentiste-inc-3","2","0","0%","6"
"https://registreduquebec.com/ville/gatineau","2","0","0%","6"
"https://registreduquebec.com/construction-et-renovation/drummondville/drafaf-electrique-inc","2","0","0%","4"
"https://registreduquebec.com/entreprise/laval/garage-gjm-2","2","0","0%","4.5"
"https://registreduquebec.com/entreprise/phildric-electronique-inc","2","2","100%","1.5"
"https://registreduquebec.com/commerce-de-detail/anjou/sports-experts","2","0","0%","4"
"https://registreduquebec.com/commerce-de-detail/montreal/societe-biotronik-canada-2","2","1","50%","6"
"https://registreduquebec.com/entreprise/longueuil/me-annie-bolduc-notaire-inc","2","1","50%","5"
"https://registreduquebec.com/entreprise/apte-fitness-laval-4","2","0","0%","4.5"
"https://registreduquebec.com/entreprise/cohesi-d-inc","2","0","0%","4"
"https://registreduquebec.com/entreprise/laval/technologie-yp-inc-2","2","1","50%","5"
"https://registreduquebec.com/entreprise/montreal/services-kalinda-inc-4","2","0","0%","8"
"https://registreduquebec.com/services-professionnels/laval/boulangerie-manoushe-2","2","1","50%","7.5"
"https://registreduquebec.com/entreprise/montreal/dr-marc-antoine-nadon-inc","2","2","100%","9"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/la-cooperative-dhabitation-la-mariniere","2","0","0%","3"
"https://registreduquebec.com/en/business/montreal/rdv-par-patrick-g-nadeau-inc","2","0","0%","7"
"https://registreduquebec.com/en/business/gatineau/nicolas-fraser-notaire-inc","2","2","100%","2"
"https://registreduquebec.com/services-professionnels/brossard/importations-orbis-inc","2","0","0%","3"
"https://registreduquebec.com/en/professional-services/dorval/boulangerie-susanna-inc","2","1","50%","2"
"https://registreduquebec.com/entreprise/vaudreuil-dorion/optique-assurances-inc-2","2","1","50%","1.5"
"https://registreduquebec.com/services-professionnels/quebec/gestion-christian-lemelin-inc-1171350516","2","1","50%","43.5"
"https://registreduquebec.com/education-et-formation/laval/riedel-communications-canada-inc","2","0","0%","6.5"
"https://registreduquebec.com/sante-et-bien-etre/l-ile-perrot/clinique-globuline-ile-perrot-inc-1179828331","2","0","0%","6"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/le-groupe-protech-inc","2","1","50%","3"
"https://registreduquebec.com/entreprise/saint-jerome/les-varietes-pierre-prudhomme-inc","2","0","0%","6"
"https://registreduquebec.com/en/arts-media-and-entertainment/montreal/le-groupe-kebecson-inc-1141987348","2","0","0%","5"
"https://registreduquebec.com/entreprise/lavie-construction-inc-2","2","1","50%","3"
"https://registreduquebec.com/industrie-fabrication-et-logistique/quebec/williams-form-hardware-rockbolt-canada-ltd","2","0","0%","7"
"https://registreduquebec.com/entreprise/thetford-mines/centre-de-formation-professionnelle-le-tremplin-3","2","0","0%","9"
"https://registreduquebec.com/ville/matane","2","1","50%","4.5"
"https://registreduquebec.com/industrie-fabrication-et-logistique/sutton/boucherie-ray-fortin-inc","2","0","0%","3.5"
"https://registreduquebec.com/entreprise/lambton/pierres-naturelles-muroc-3","2","0","0%","6"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/ll-services-conseils-inc","2","1","50%","1"
"https://registreduquebec.com/entreprise/gestion-blanchard-inc","2","1","50%","1.5"
"https://registreduquebec.com/automobile-et-transport/sainte-catherine/garage-alain-lefebvre-inc","2","2","100%","4"
"https://registreduquebec.com/entreprise/saint-jerome/les-entreprises-benoit-beaupre-inc","2","2","100%","1"
"https://registreduquebec.com/entreprise/boah-nutrition-inc","2","0","0%","8"
"https://registreduquebec.com/entreprise/kirkland/magasin-vanity","2","1","50%","3"
"https://registreduquebec.com/en/public-and-community-organizations/montreal/oeuvre-vosh-santa-cruz-3","2","0","0%","9.5"
"https://registreduquebec.com/restauration-et-alimentation/dolbeau-mistassini/taverne-labat-2","2","0","0%","4"
"https://registreduquebec.com/entreprise/victoriaville/carrovic-inc","2","0","0%","3.5"
"https://registreduquebec.com/entreprise/investissements-michel-laplante-inc","2","2","100%","2.5"
"https://registreduquebec.com/enseignement-primaire-ou-secondaire/beaupre/ecole-des-beaux-pres-et-de-la-pionniere-des-beaux-","2","0","0%","7"
"https://registreduquebec.com/organismes-publics-et-communautaires/saint-jean-sur-richelieu/les-chevaliers-de-colomb-du-conseil-de-st-jean-no--1142005199","2","1","50%","2.5"
"https://registreduquebec.com/sante-et-bien-etre/drummondville/clinique-dorthotherapie-steve-cusson-inc-2","2","0","0%","9.5"
"https://registreduquebec.com/en/technology/montreal/centre-de-photocopie-et-papeterie-zoubris-inc-2","2","0","0%","8"
"https://registreduquebec.com/en/business/sainte-therese/dka-urb-inc","2","0","0%","7.5"
"https://registreduquebec.com/entreprise/gatineau/jacmar-restaurants-inc","2","1","50%","4"
"https://registreduquebec.com/en/technology-and-it/gatineau/jikatel-6","2","0","0%","6"
"https://registreduquebec.com/en/technology/alma/transport-tmb-et-filles","2","0","0%","7"
"https://registreduquebec.com/entreprise/thetford-mines/fournier-construction-industrielle-inc","2","0","0%","7.5"
"https://registreduquebec.com/entreprise/quebec/devimy-associes-inc","2","1","50%","4.5"
"https://registreduquebec.com/en/professional-services/montreal/garderie-ecm-montessori-inc","2","0","0%","8"
"https://registreduquebec.com/entreprise/vancouver-colombie-britannique/save-on-foods-2","2","0","0%","3"
"https://registreduquebec.com/en/technology/saint-charles-de-bellechasse/dsl-multi-services-inc","2","0","0%","3"
"https://registreduquebec.com/en/business/laval/produits-miniers-superieurs","2","0","0%","5"
"https://registreduquebec.com/entreprise/terrebonne/lavoie-michael","2","1","50%","2"
"https://registreduquebec.com/courtier-en-impression-et-objets-promotionnels/quebec/groupe-sio","2","0","0%","5"
"https://registreduquebec.com/organismes-publics-et-communautaires/montreal/assemblee-chretienne-evangelique-le-refuge-de-paix","2","0","0%","6"
"https://registreduquebec.com/technologie/montreal/infra-cite-inc","2","0","0%","3"
"https://registreduquebec.com/en/business/montreal/fah-signature-clinique-inc-2","2","0","0%","5"
"https://registreduquebec.com/en/agriculture-and-environment/becancour/ferme-aleco-inc","2","2","100%","1"
"https://registreduquebec.com/entreprise/roberval/garage-ghislain-leclerc","2","0","0%","4.5"
"https://registreduquebec.com/entreprise/michel-charette-avocat-inc-3","2","1","50%","8"
"https://registreduquebec.com/technologie/quebec/cognisphere-inc-2","2","0","0%","8"
"https://registreduquebec.com/entreprise/les-quartiers-seraphin-2","2","2","100%","4"
"https://registreduquebec.com/en/finance-insurance-and-legal/montreal/gestion-immobiliere-ges-mar-inc","2","0","0%","5.5"
"https://registreduquebec.com/industrie-fabrication-et-logistique/longueuil/mere-helene-inc-1160288701-5","2","0","0%","3.5"
"https://registreduquebec.com/organismes-publics-et-communautaires/trois-rivieres/operation-nez-rouge-trois-rivieres","2","0","0%","8"
"https://registreduquebec.com/entreprise/clinique-dentaire-dre-julie-boisvert-2","2","0","0%","5"
"https://registreduquebec.com/technologie/laval/dbm-technologies-inc","2","1","50%","4"
"https://registreduquebec.com/en/education-and-training/rouyn-noranda/arpentage-abitibi-inc","2","1","50%","8"
"https://registreduquebec.com/entreprise/montreal/axxess-international-courtiers-en-douanes-et-trans-1148069686-5","2","0","0%","10"
"https://registreduquebec.com/entreprise/confiserie-l-eau-a-la-bouche-2245772357-2","2","2","100%","1"
"https://registreduquebec.com/organismes-publics-et-communautaires/val-des-monts/le-cercle-de-fermieres-perkins-1143284983-2193","2","1","50%","6"
"https://registreduquebec.com/finance-assurance-et-juridique/outremont/gestion-jean-pierre-gagne-inc-2","2","0","0%","6"
"https://registreduquebec.com/en/entreprise/pointe-claire/jxc-chop-suey","2","0","0%","3"
"https://registreduquebec.com/restauration-et-alimentation/saint-jean-sur-richelieu/cantine-chez-real-inc","2","2","100%","7.5"
"https://registreduquebec.com/entreprise/saint-jean-sur-richelieu/gestion-hugo-girard-inc","2","0","0%","7"
"https://registreduquebec.com/entreprise/montreal/gestion-btp-inc","2","1","50%","1"
"https://registreduquebec.com/commerce-de-detail/chandler/anthony-sax-3","2","0","0%","6"
"https://registreduquebec.com/en/business/montreal/ecole-trevo-soccer-2","2","3","150%","3"
"https://registreduquebec.com/entreprise/montreal/concept-amdg-inc","2","2","100%","3"
"https://registreduquebec.com/en/technology/montreal/edouard-et-leo-st-lambert-inc","2","1","50%","3.5"
"https://registreduquebec.com/entreprise/quebec/tss-global-2","2","0","0%","9.5"
"https://registreduquebec.com/entreprise/ferme-pertschy-inc-2","2","1","50%","1.5"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/la-souveraine-compagnie-dassurance-generale-3","2","2","100%","2"
"https://registreduquebec.com/commerce-de-detail/montreal/marche-colonnade-2240771099-1","2","0","0%","10"
"https://registreduquebec.com/en/professional-services/baie-d-urfe/groupe-sienna","2","0","0%","1"
"https://registreduquebec.com/en/entreprise/saint-jean-sur-richelieu/les-distributions-forged-stout-canada-ltee","2","0","0%","5"
"https://registreduquebec.com/entreprise/laval/passion-jeep-4x4","2","1","50%","6.5"
"https://registreduquebec.com/entreprise/laval/solution-importation-globale","2","0","0%","4"
"https://registreduquebec.com/entreprise/trois-rivieres/lcm-america-consulting-inc","2","0","0%","9"
"https://registreduquebec.com/entreprise/gestion-de-proprietes-centurion-inc","2","1","50%","1.5"
"https://registreduquebec.com/entreprise/montreal/platine","2","0","0%","2"
"https://registreduquebec.com/entreprise/l-ancienne-lorette/casirie-gi-inc","2","0","0%","5"
"https://registreduquebec.com/entreprise/saint-donat/md-global-aviation-inc","2","1","50%","2"
"https://registreduquebec.com/services-professionnels/montreal/gestion-abgdm-inc","2","0","0%","9"
"https://registreduquebec.com/services-professionnels/saint-remi/gestion-anasam-inc-2","2","0","0%","2"
"https://registreduquebec.com/en/entreprise/levis/s-duval-serrurier-automobile","2","0","0%","5"
"https://registreduquebec.com/organismes-publics-et-communautaires/montreal/le-nouveau-penser","2","0","0%","4"
"https://registreduquebec.com/services-professionnels/drummondville/gestion-david-henri-inc-2","2","1","50%","4"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/cooperative-dhabitation-les-sages-de-verdun","2","2","100%","6.5"
"https://registreduquebec.com/technologie/montreal/syndicat-de-copropriete-121boulevard-francois-soui-2","2","1","50%","2.5"
"https://registreduquebec.com/commerce-de-detail/chateauguay/magasins-jupiter-ltee","2","1","50%","1"
"https://registreduquebec.com/industrie-fabrication-et-logistique/boucherville/bismar-1991-inc","2","0","0%","8"
"https://registreduquebec.com/en/business/laval/le-580-inc","2","0","0%","7"
"https://registreduquebec.com/entreprise/laval/essence-di-pharma-inc","2","0","0%","7"
"https://registreduquebec.com/en/finance-insurance-and-legal/laval/sylvain-lauzon-avocat-sa-2","2","2","100%","3"
"https://registreduquebec.com/entreprise/itaca-direct-inc","2","0","0%","6.5"
"https://registreduquebec.com/agriculture-et-environnement/sainte-christine/les-fermes-jmcecm-inc","2","1","50%","3"
"https://registreduquebec.com/en/business/mirabel/les-entreprises-sanifa-inc","2","0","0%","7.5"
"https://registreduquebec.com/entreprise/placements-beam-lincoln","2","2","100%","5"
"https://registreduquebec.com/organismes-publics-et-communautaires/montreal/aprcjm-2","2","1","50%","2.5"
"https://registreduquebec.com/services-professionnels/brossard/gestion-imagix-inc","2","1","50%","3.5"
"https://registreduquebec.com/entreprise/montreal/agence-isabel-brodeur-4","2","0","0%","3"
"https://registreduquebec.com/entreprise/montreal/les-entreprises-thinkwell-canada-inc-2","2","0","0%","9"
"https://registreduquebec.com/commerce-de-detail/montreal/lafleur-rappel-inc","2","0","0%","5"
